"","id","sexo","edad","edad_r","hab","prov","ccaa","edu","cs","p1","p2","p3","p4_1","p4_2","p4_3","p4_4","p5","p6","p7","hab_r","clase_social_r","situacion_laboral_r","educacion_r","ponde"
"431","431","Hombre",69,"65+","50.001 - 100.000","Pontevedra","Galicia","Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3","D","Con toda seguridad, iría a votar 10","Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En Común Unidas Podemos…)","Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En Común Unidas Podemos…)","2","No le votaría nunca 0","Le votaría siempre 10","No le votaría nunca 0","Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En","2","4","Más de 10.000","Media baja / Baja","Pensionista","Segundo grado, segundo ciclo",1.409178
"432","432","Hombre",71,"65+","100.001 - 500.000","Gipuzkoa","País Vasco","Tercer Grado  1º Ciclo Equivalente a Ingeniero técnico 3 año","B","Con toda seguridad, iría a votar 10","PSOE (Partido Socialista Obrero Español)","Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En Común Unidas Podemos…)","8","No le votaría nunca 0","8","No le votaría nunca 0","Ciudadanos","5","4","Más de 10.000","Alta / Media Alta","Pensionista","Tercer grado, primer ciclo",1.217313
"433","433","Hombre",59,"55-64","20.001 - 50.000","Barcelona","Cataluña","Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3","E1","7","No lo sé","No lo sé","6","2","7","2","Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En","2","2","Más de 10.000","Media baja / Baja","Parado","Segundo grado, segundo ciclo",0.975417
"434","434","Mujer",48,"45-54","100.001 - 500.000","Coruña, A","Galicia","Licenciatura, Grado - 2º Ciclo (Universitarios, Licenciados","C","9","Ciudadanos","Ciudadanos","No le votaría nunca 0","1","1","7","PP (Partido Popular)","5","8","Más de 10.000","Media","Trabaja","Tercer grado, segundo ciclo y más",0.772999
"435","435","Mujer",24,"18-24","50.001 - 100.000","Madrid","Madrid, Comunidad de","Sin estudios o con estudios primarios sin terminar","A2","6","Vox","Vox","2","2","2","9","No voté","7","9","Más de 10.000","Alta / Media Alta","Trabaja","Segundo grado, primer ciclo y menos",0.696254
"436","436","Mujer",43,"35-44","< 10.000","Ciudad Real","Castilla - La Mancha","Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3","C","7","PSOE (Partido Socialista Obrero Español)","PSOE (Partido Socialista Obrero Español)","9","No le votaría nunca 0","2","No le votaría nunca 0","PSOE (Partido Socialista Obrero Español)","2","5","Menos de 10.000","Media","Trabajo del hogar no remunerado","Segundo grado, segundo ciclo",0.958038
"437","437","Hombre",60,"55-64","500.000+","Madrid","Madrid, Comunidad de","Segundo Grado - 1º Ciclo (Graduado escolar, o EGB 2ª etapa,","B","Con toda seguridad, iría a votar 10","PSOE (Partido Socialista Obrero Español)","PSOE (Partido Socialista Obrero Español)","Le votaría siempre 10","4","8","5","PSOE (Partido Socialista Obrero Español)","4","5","Más de 10.000","Alta / Media Alta","Trabaja","Segundo grado, primer ciclo y menos",0.615344
"438","438","Mujer",66,"65+","500.000+","Valencia/València","Comunitat Valenciana","Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3","E1","Con toda seguridad, iría a votar 10","PP (Partido Popular)","PP (Partido Popular)","No le votaría nunca 0","Le votaría siempre 10","No le votaría nunca 0","No le votaría nunca 0","PP (Partido Popular)","7","5","Más de 10.000","Media baja / Baja","Pensionista","Segundo grado, segundo ciclo",1.205592
"439","439","Mujer",33,"25-34","< 10.000","Barcelona","Cataluña","Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3","D","9","Vox","Vox","No le votaría nunca 0","9","No le votaría nunca 0","Le votaría siempre 10","Vox","Extrema derecha 10","No lo sé","Menos de 10.000","Media baja / Baja","Parado","Segundo grado, segundo ciclo",1.243338
"440","440","Hombre",60,"55-64","50.001 - 100.000","Málaga","Andalucía","Segundo Grado - 1º Ciclo (Graduado escolar, o EGB 2ª etapa,","C","Con toda seguridad, iría a votar 10","Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En Común Unidas Podemos…)","Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En Común Unidas Podemos…)","7","No le votaría nunca 0","8","No le votaría nunca 0","Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En","3","3","Más de 10.000","Media","Trabaja","Segundo grado, primer ciclo y menos",1.028875
"441","441","Mujer",38,"35-44","< 10.000","León","Castilla y León","Otros","C","Con toda seguridad, iría a votar 10","Otro","EAJ - PNV","6","No le votaría nunca 0","3","No le votaría nunca 0","PSOE (Partido Socialista Obrero Español)","5","7","Menos de 10.000","Media","Trabaja","Otros",1.075691
"442","442","Hombre",42,"35-44","100.001 - 500.000","Alicante/Alacant","Comunitat Valenciana","Segundo Grado - 1º Ciclo (Graduado escolar, o EGB 2ª etapa,","D","Con toda seguridad, iría a votar 10","Más País (Equo, Compromís, CHA)","Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En Común Unidas Podemos…)","No le votaría nunca 0","No le votaría nunca 0","5","No le votaría nunca 0","Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En","5","8","Más de 10.000","Media baja / Baja","Trabaja","Segundo grado, primer ciclo y menos",0.87149
"443","443","Hombre",73,"65+","100.001 - 500.000","Madrid","Madrid, Comunidad de","Segundo Grado - 1º Ciclo (Graduado escolar, o EGB 2ª etapa,","D","Con toda seguridad, iría a votar 10","PSOE (Partido Socialista Obrero Español)","PSOE (Partido Socialista Obrero Español)","9","No le votaría nunca 0","No le votaría nunca 0","No le votaría nunca 0","PSOE (Partido Socialista Obrero Español)","6","5","Más de 10.000","Media baja / Baja","Pensionista","Segundo grado, primer ciclo y menos",1.259242
"444","444","Mujer",67,"65+","100.001 - 500.000","Alicante/Alacant","Comunitat Valenciana","Tercer Grado  1º Ciclo Equivalente a Ingeniero técnico 3 año","B","3","No lo sé","PSOE (Partido Socialista Obrero Español)","5","No le votaría nunca 0","No le votaría nunca 0","No le votaría nunca 0","PSOE (Partido Socialista Obrero Español)","2","7","Más de 10.000","Alta / Media Alta","Pensionista","Tercer grado, primer ciclo",0.814113
"445","445","Hombre",69,"65+","10.001 - 20.000","Barcelona","Cataluña","Tercer Grado  1º Ciclo Equivalente a Ingeniero técnico 3 año","A2","Con toda seguridad, iría a votar 10","ERC - Sobiranistes","ERC - Sobiranistes","6","No le votaría nunca 0","7","No le votaría nunca 0","ERC - Sobiranistes","2","Máxima descentralización 0","Más de 10.000","Alta / Media Alta","Pensionista","Tercer grado, primer ciclo",0.982779
"446","446","Hombre",47,"45-54","500.000+","Barcelona","Cataluña","Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3","C","Con toda seguridad, iría a votar 10","PSOE (Partido Socialista Obrero Español)","PSOE (Partido Socialista Obrero Español)","Le votaría siempre 10","2","1","No le votaría nunca 0","PSOE (Partido Socialista Obrero Español)","2","Máximo centralismo 10","Más de 10.000","Media","Estudiante","Segundo grado, segundo ciclo",0.84803
"447","447","Hombre",56,"55-64","50.001 - 100.000","Toledo","Castilla - La Mancha","Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3","A2","9","PSOE (Partido Socialista Obrero Español)","PSOE (Partido Socialista Obrero Español)","Le votaría siempre 10","No le votaría nunca 0","No lo sé","No le votaría nunca 0","No voté","1","5","Más de 10.000","Alta / Media Alta","Parado","Segundo grado, segundo ciclo",0.684066
"448","448","Hombre",75,"65+","< 10.000","Alicante/Alacant","Comunitat Valenciana","Tercer Grado  1º Ciclo Equivalente a Ingeniero técnico 3 año","B","No lo sé","Prefiero no contestar","PP (Partido Popular)","No le votaría nunca 0","Le votaría siempre 10","No le votaría nunca 0","5","Prefiero no contestar","6","6","Menos de 10.000","Alta / Media Alta","Pensionista","Tercer grado, primer ciclo",1.024158
"449","449","Hombre",47,"45-54","20.001 - 50.000","Tarragona","Cataluña","Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3","C","Con toda seguridad, iría a votar 10","Vox","Ciudadanos","1","6","No le votaría nunca 0","7","Ciudadanos","7","7","Más de 10.000","Media","Trabaja","Segundo grado, segundo ciclo",0.882826
"450","450","Hombre",73,"65+","< 10.000","Castellón/Castelló","Comunitat Valenciana","Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3","B","Con toda seguridad, iría a votar 10","PSOE (Partido Socialista Obrero Español)","Más País (Equo, Compromís, CHA)","Le votaría siempre 10","No le votaría nunca 0","5","2","PSOE (Partido Socialista Obrero Español)","3","Máximo centralismo 10","Menos de 10.000","Alta / Media Alta","Pensionista","Segundo grado, segundo ciclo",1.024158
"451","451","Mujer",20,"18-24","< 10.000","Girona","Cataluña","Tercer Grado  1º Ciclo Equivalente a Ingeniero técnico 3 año","A1","Con toda seguridad, iría a votar 10","CUP","CUP","5","1","8","No le votaría nunca 0","CUP","3","5","Menos de 10.000","Alta / Media Alta","Trabaja","Tercer grado, primer ciclo",1.219847
"452","452","Hombre",46,"45-54","100.001 - 500.000","Bizkaia","País Vasco","Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3","E1","Con toda seguridad, iría a votar 10","No lo sé","Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En Común Unidas Podemos…)","7","No le votaría nunca 0","8","No le votaría nunca 0","Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En","1","No lo sé","Más de 10.000","Media baja / Baja","Trabaja","Segundo grado, segundo ciclo",1.236522
"453","453","Mujer",35,"35-44","< 10.000","Barcelona","Cataluña","Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3","D","5","No lo sé","Ninguno","No le votaría nunca 0","5","2","2","Ciudadanos","5","5","Menos de 10.000","Media baja / Baja","Parado","Segundo grado, segundo ciclo",1.219166
"454","454","Mujer",35,"35-44","500.000+","Madrid","Madrid, Comunidad de","Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3","D","Con toda seguridad, iría a votar 10","Más País (Equo, Compromís, CHA)","PACMA (Partido Animalista Contra el Maltrato Animal)","7","2","8","No le votaría nunca 0","Más País (Equo, Més Compromís, CHA)","2","6","Más de 10.000","Media baja / Baja","Parado","Segundo grado, segundo ciclo",0.949291
"455","455","Mujer",60,"55-64","20.001 - 50.000","Madrid","Madrid, Comunidad de","Licenciatura, Grado - 2º Ciclo (Universitarios, Licenciados","A2","No lo sé","Vox","Vox","No le votaría nunca 0","5","No le votaría nunca 0","9","Prefiero no contestar","8","5","Más de 10.000","Alta / Media Alta","Trabaja","Tercer grado, segundo ciclo y más",0.691139
"456","456","Hombre",70,"65+","500.000+","Sevilla","Andalucía","Segundo Grado - 1º Ciclo (Graduado escolar, o EGB 2ª etapa,","C","9","PSOE (Partido Socialista Obrero Español)","PSOE (Partido Socialista Obrero Español)","8","6","4","1","PSOE (Partido Socialista Obrero Español)","6","7","Más de 10.000","Media","Pensionista","Segundo grado, primer ciclo y menos",1.345682
"457","457","Mujer",55,"55-64","100.001 - 500.000","Madrid","Madrid, Comunidad de","Segundo Grado - 1º Ciclo (Graduado escolar, o EGB 2ª etapa,","E2","Con toda seguridad, iría a votar 10","PP (Partido Popular)","PP (Partido Popular)","No le votaría nunca 0","8","No le votaría nunca 0","8","PP (Partido Popular)","8","8","Más de 10.000","Media baja / Baja","Parado","Segundo grado, primer ciclo y menos",1.393887
"458","458","Hombre",75,"65+","20.001 - 50.000","Barcelona","Cataluña","Tercer Grado  1º Ciclo Equivalente a Ingeniero técnico 3 año","C","Con toda seguridad, iría a votar 10","Vox","PP (Partido Popular)","No le votaría nunca 0","Le votaría siempre 10","No le votaría nunca 0","Le votaría siempre 10","PP (Partido Popular)","8","7","Más de 10.000","Media","Pensionista","Tercer grado, primer ciclo",1.262057
"459","459","Mujer",37,"35-44","100.001 - 500.000","Murcia","Murcia, Región de","Tercer grado (Doctorado)","C","Con toda seguridad, iría a votar 10","PP (Partido Popular)","Ciudadanos","No le votaría nunca 0","7","No le votaría nunca 0","No le votaría nunca 0","PSOE (Partido Socialista Obrero Español)","5","8","Más de 10.000","Media","Trabaja","Tercer grado, segundo ciclo y más",1.064332
"460","460","Mujer",46,"45-54","10.001 - 20.000","Barcelona","Cataluña","Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3","D","Con toda seguridad, iría a votar 10","No lo sé","Ninguno","No lo sé","No lo sé","5","No le votaría nunca 0","Prefiero no contestar","No lo sé","No lo sé","Más de 10.000","Media baja / Baja","Trabajo del hogar no remunerado","Segundo grado, segundo ciclo",0.896643
"461","461","Hombre",75,"65+","10.001 - 20.000","Alicante/Alacant","Comunitat Valenciana","Tercer Grado  1º Ciclo Equivalente a Ingeniero técnico 3 año","C","Con toda seguridad, iría a votar 10","PSOE (Partido Socialista Obrero Español)","PSOE (Partido Socialista Obrero Español)","9","No le votaría nunca 0","6","No le votaría nunca 0","PSOE (Partido Socialista Obrero Español)","3","4","Más de 10.000","Media","Pensionista","Tercer grado, primer ciclo",1.030345
"462","462","Mujer",37,"35-44","< 10.000","Barcelona","Cataluña","Tercer Grado (Máster)","D","Con toda seguridad, iría a votar 10","PSOE (Partido Socialista Obrero Español)","PSOE (Partido Socialista Obrero Español)","Le votaría siempre 10","No le votaría nunca 0","Le votaría siempre 10","No le votaría nunca 0","PSOE (Partido Socialista Obrero Español)","3","3","Menos de 10.000","Media baja / Baja","Parado","Tercer grado, segundo ciclo y más",1.219166
"463","463","Mujer",45,"45-54","20.001 - 50.000","Gipuzkoa","País Vasco","Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3","C","Con toda seguridad, iría a votar 10","No lo sé","No lo sé","No le votaría nunca 0","4","No le votaría nunca 0","6","Prefiero no contestar","No lo sé","No lo sé","Más de 10.000","Media","Trabajo del hogar no remunerado","Segundo grado, segundo ciclo",1.153523
"464","464","Hombre",77,"65+","500.000+","Málaga","Andalucía","Tercer Grado (Máster)","C","Con toda seguridad, iría a votar 10","PP (Partido Popular)","PP (Partido Popular)","No le votaría nunca 0","Le votaría siempre 10","No le votaría nunca 0","5","Ciudadanos","5","5","Más de 10.000","Media","Pensionista","Tercer grado, segundo ciclo y más",1.345682
"465","465","Mujer",40,"35-44","20.001 - 50.000","Balears, Illes","Balears, Illes","Tercer Grado  1º Ciclo Equivalente a Ingeniero técnico 3 año","A1","Con toda seguridad, iría a votar 10","PSOE (Partido Socialista Obrero Español)","PP (Partido Popular)","Le votaría siempre 10","9","6","6","PP (Partido Popular)","7","8","Más de 10.000","Alta / Media Alta","Trabaja","Tercer grado, primer ciclo",2.263002
"466","466","Mujer",20,"18-24","< 10.000","Alicante/Alacant","Comunitat Valenciana","Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3","B","No lo sé","No lo sé","Prefiero no contestar","5","3","6","No lo sé","No voté","No lo sé","No lo sé","Menos de 10.000","Alta / Media Alta","Estudiante","Segundo grado, segundo ciclo",0.652597
"467","467","Mujer",67,"65+","< 10.000","Huesca","Aragón","Tercer Grado  1º Ciclo Equivalente a Ingeniero técnico 3 año","E2","Con toda seguridad, iría a votar 10","Prefiero no contestar","Prefiero no contestar","No le votaría nunca 0","Le votaría siempre 10","No le votaría nunca 0","9","Prefiero no contestar","9","8","Menos de 10.000","Media baja / Baja","Pensionista","Tercer grado, primer ciclo",2.485613
"468","468","Hombre",67,"65+","20.001 - 50.000","Valencia/València","Comunitat Valenciana","Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3","C","Con toda seguridad, iría a votar 10","Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En Común Unidas Podemos…)","Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En Común Unidas Podemos…)","8","No le votaría nunca 0","Le votaría siempre 10","No le votaría nunca 0","Unidas Podemos (Podemos, Izquierda Unida, En Comú Podem, En","2","Máxima descentralización 0","Más de 10.000","Media","Pensionista","Segundo grado, segundo ciclo",1.11876
"469","469","Mujer",78,"65+","100.001 - 500.000","Araba/Álava","País Vasco","Tercer grado (Doctorado)","A2","Con toda seguridad, iría a votar 10","PP (Partido Popular)","PP (Partido Popular)","5","7","No le votaría nunca 0","5","PP (Partido Popular)","6","6","Más de 10.000","Alta / Media Alta","Pensionista","Tercer grado, segundo ciclo y más",1.313367
"470","470","Mujer",43,"35-44","50.001 - 100.000","Santa Cruz de Tenerife","Canarias","Tercer Grado  1º Ciclo Equivalente a Ingeniero técnico 3 año","C","Con toda seguridad, iría a votar 10","CCa-PNC-Nueva Canarias (Coalición Canaria-Partido Nacionalista Canario)","Ciudadanos","6","2","3","6","CCa-PNC-Nueva Canarias (Coalición Canaria-Partido Nacionalis","3","8","Más de 10.000","Media","Trabaja","Tercer grado, primer ciclo",1.006841
"471","471","Hombre",67,"65+","< 10.000","Pontevedra","Galicia","Licenciatura, Grado - 2º Ciclo (Universitarios, Licenciados","C","Con toda seguridad, iría a votar 10","No lo sé","PSOE (Partido Socialista Obrero Español)","6","No le votaría nunca 0","No le votaría nunca 0","5","PSOE (Partido Socialista Obrero Español)","5","8","Menos de 10.000","Media","Pensionista","Tercer grado, segundo ciclo y más",1.390162
"472","472","Hombre",68,"65+","< 10.000","Madrid","Madrid, Comunidad de","Segundo Grado - 1º Ciclo (Graduado escolar, o EGB 2ª etapa,","D","Con toda seguridad, iría a votar 10","PSOE (Partido Socialista Obrero Español)","Vox","Le votaría siempre 10","No le votaría nunca 0","No le votaría nunca 0","No le votaría nunca 0","PSOE (Partido Socialista Obrero Español)","5","5","Menos de 10.000","Media baja / Baja","Pensionista","Segundo grado, primer ciclo y menos",1.572822
